,SOURCE_HOST,LONGITUDE,LATITUDE,LOCAL_TIMESTAMP,MESSAGE_TIMESTAMP,MESSAGE_TYPE_TEXT,DIRECTION,ODOMETER,FOM,LongCoord,LatCoord
625,2639,-931669702,449631998,2016-10-01T10:27:22.853Z,2016-10-01T15:27:22.853Z,Verbose Pass Count,4.0,3309,2,-93.1669702,44.9631998
627,2639,-931669660,449666454,2016-10-01T10:27:22.853Z,2016-10-01T15:27:26.237Z,Vehicle Location,4.0,3333,2,-93.166966,44.9666454
631,2639,-931666334,449763035,2016-10-01T10:27:22.853Z,2016-10-01T15:28:29.073Z,Vehicle Location,4.0,3399,2,-93.1666334,44.9763035
637,2639,-931669368,449808393,2016-10-01T10:27:22.853Z,2016-10-01T15:29:33.083Z,Vehicle Location,4.0,3431,2,-93.1669368,44.9808393
641,2639,-931668825,449861279,2016-10-01T10:27:22.853Z,2016-10-01T15:30:33.657Z,Vehicle Location,4.0,3467,2,-93.1668825,44.9861279
647,2639,-931668843,449861339,2016-10-01T10:31:37.150Z,2016-10-01T15:31:37.150Z,Verbose Pass Count,4.0,3467,2,-93.1668843,44.9861339
650,2639,-931665095,449923287,2016-10-01T10:31:37.150Z,2016-10-01T15:31:40.643Z,Vehicle Location,4.0,3511,2,-93.1665095,44.9923287
651,2639,-931665092,449925039,2016-10-01T10:31:43.263Z,2016-10-01T15:31:43.263Z,Timepoint Crossing,4.0,3513,2,-93.1665092,44.9925039
652,2639,-931665045,449934061,2016-10-01T10:31:43.263Z,2016-10-01T15:31:46.633Z,Vehicle Location,4.0,3518,2,-93.1665045,44.9934061
659,2639,-931663451,450048093,2016-10-01T10:31:43.263Z,2016-10-01T15:32:46.633Z,Vehicle Location,4.0,3596,2,-93.1663451,45.0048093
664,2639,-931668774,450137053,2016-10-01T10:31:43.263Z,2016-10-01T15:33:49.250Z,Vehicle Location,4.0,3658,2,-93.1668774,45.0137053
668,2639,-931686994,450141958,2016-10-01T10:31:43.263Z,2016-10-01T15:34:49.857Z,Vehicle Location,4.0,3688,2,-93.1686994,45.0141958
670,2639,-931681924,450131900,2016-10-01T10:35:13.850Z,2016-10-01T15:35:13.850Z,Timepoint Crossing,4.0,3697,2,-93.1681924,45.01319
671,2639,-931680935,450131172,2016-10-01T10:35:13.850Z,2016-10-01T15:35:14.833Z,Vehicle Location,4.0,3698,14,-93.1680935,45.0131172
677,2639,-931683705,450126718,2016-10-01T10:35:13.850Z,2016-10-01T15:36:14.847Z,Vehicle Location,4.0,3701,2,-93.1683705,45.0126718
682,2639,-931683759,450126643,2016-10-01T10:35:13.850Z,2016-10-01T15:37:14.847Z,Vehicle Location,4.0,3701,2,-93.1683759,45.0126643
685,2639,-931683789,450126618,2016-10-01T10:35:13.850Z,2016-10-01T15:38:14.843Z,Vehicle Location,4.0,3701,2,-93.1683789,45.0126618
693,2639,-931683747,450126543,2016-10-01T10:35:13.850Z,2016-10-01T15:39:14.840Z,Vehicle Location,4.0,3701,2,-93.1683747,45.0126543
698,2639,-931683822,450126626,2016-10-01T10:35:13.850Z,2016-10-01T15:40:14.840Z,Vehicle Location,4.0,3701,2,-93.1683822,45.0126626
702,2639,-931683831,450126658,2016-10-01T10:35:13.850Z,2016-10-01T15:41:14.837Z,Vehicle Location,4.0,3701,2,-93.1683831,45.0126658
705,2639,-931683652,450126804,2016-10-01T10:35:13.850Z,2016-10-01T15:42:14.850Z,Vehicle Location,4.0,3701,2,-93.1683652,45.0126804
711,2639,-931683557,450126911,2016-10-01T10:35:13.850Z,2016-10-01T15:43:14.847Z,Vehicle Location,4.0,3701,2,-93.1683557,45.0126911
722,2639,-931683451,450126843,2016-10-01T10:35:13.850Z,2016-10-01T15:44:14.847Z,Vehicle Location,4.0,3701,2,-93.1683451,45.0126843
728,2639,-931684867,450125903,2016-10-01T10:35:13.850Z,2016-10-01T15:45:14.843Z,Vehicle Location,4.0,3702,2,-93.1684867,45.0125903
735,2639,-931684827,450125794,2016-10-01T10:35:13.850Z,2016-10-01T15:46:14.843Z,Vehicle Location,4.0,3702,2,-93.1684827,45.0125794
740,2639,-931684832,450125839,2016-10-01T10:35:13.850Z,2016-10-01T15:47:14.840Z,Vehicle Location,4.0,3702,2,-93.1684832,45.0125839
747,2639,-931684781,450125839,2016-10-01T10:35:13.850Z,2016-10-01T15:48:14.853Z,Vehicle Location,4.0,3702,2,-93.1684781,45.0125839
754,2639,-931684699,450125895,2016-10-01T10:35:13.850Z,2016-10-01T15:49:14.853Z,Vehicle Location,4.0,3702,2,-93.1684699,45.0125895
761,2639,-931682212,450123170,2016-10-01T10:35:13.850Z,2016-10-01T15:50:14.850Z,Vehicle Location,4.0,3704,2,-93.1682212,45.012317
763,2639,-931681635,450122902,2016-10-01T10:50:17.847Z,2016-10-01T15:50:17.847Z,Timepoint Crossing,1.0,3704,2,-93.1681635,45.0122902
764,2639,-931683851,450126811,2016-10-01T10:50:23.070Z,2016-10-01T15:50:23.070Z,Verbose Pass Count,1.0,3701,2,-93.1683851,45.0126811
765,2639,-931677016,450124388,2016-10-01T10:50:23.070Z,2016-10-01T15:50:26.253Z,Vehicle Location,1.0,3707,2,-93.1677016,45.0124388
771,2639,-931666991,450117210,2016-10-01T10:50:23.070Z,2016-10-01T15:51:26.250Z,Vehicle Location,1.0,3749,2,-93.1666991,45.011721
778,2639,-931666017,450008022,2016-10-01T10:50:23.070Z,2016-10-01T15:52:28.463Z,Vehicle Location,1.0,3826,2,-93.1666017,45.0008022
782,2639,-931668212,449912868,2016-10-01T10:50:23.070Z,2016-10-01T15:53:28.900Z,Vehicle Location,1.0,3890,2,-93.1668212,44.9912868
787,2639,-931667755,449907739,2016-10-01T10:53:52.050Z,2016-10-01T15:53:52.050Z,Timepoint Crossing,1.0,3894,2,-93.1667755,44.9907739
788,2639,-931668219,449912810,2016-10-01T10:53:57.307Z,2016-10-01T15:53:57.307Z,Verbose Pass Count,1.0,3890,2,-93.1668219,44.991281
789,2639,-931668736,449894848,2016-10-01T10:53:57.307Z,2016-10-01T15:54:00.457Z,Vehicle Location,1.0,3902,2,-93.1668736,44.9894848
793,2639,-931671055,449812015,2016-10-01T10:53:57.307Z,2016-10-01T15:55:02.860Z,Vehicle Location,1.0,3960,2,-93.1671055,44.9812015
801,2639,-931676671,449772918,2016-10-01T10:53:57.307Z,2016-10-01T15:56:02.857Z,Vehicle Location,1.0,3987,2,-93.1676671,44.9772918
807,2639,-931676224,449768829,2016-10-01T10:57:06.660Z,2016-10-01T15:57:06.660Z,Verbose Pass Count,1.0,3989,2,-93.1676224,44.9768829
808,2639,-931670891,449711597,2016-10-01T10:57:06.660Z,2016-10-01T15:57:13.900Z,Vehicle Location,1.0,4029,2,-93.1670891,44.9711597
815,2639,-931671342,449625093,2016-10-01T10:57:06.660Z,2016-10-01T15:58:17.110Z,Vehicle Location,1.0,4089,2,-93.1671342,44.9625093
824,2639,-931671353,449624658,2016-10-01T10:59:20.853Z,2016-10-01T15:59:20.853Z,Verbose Pass Count,1.0,4089,2,-93.1671353,44.9624658
825,2639,-931670578,449563479,2016-10-01T10:59:20.853Z,2016-10-01T15:59:24.457Z,Vehicle Location,1.0,4131,2,-93.1670578,44.9563479
827,2639,-931670204,449545191,2016-10-01T11:00:05.890Z,2016-10-01T16:00:05.890Z,Timepoint Crossing,1.0,4144,2,-93.1670204,44.9545191
828,2639,-931670273,449540502,2016-10-01T11:00:05.890Z,2016-10-01T16:00:09.823Z,Vehicle Location,1.0,4147,2,-93.1670273,44.9540502
840,2639,-931670506,449481133,2016-10-01T11:00:05.890Z,2016-10-01T16:01:12.677Z,Vehicle Location,1.0,4188,2,-93.1670506,44.9481133
845,2639,-931670302,449434289,2016-10-01T11:00:05.890Z,2016-10-01T16:02:15.467Z,Vehicle Location,1.0,4220,2,-93.1670302,44.9434289
850,2639,-931670552,449402042,2016-10-01T11:00:05.890Z,2016-10-01T16:03:15.463Z,Vehicle Location,1.0,4242,2,-93.1670552,44.9402042
852,2639,-931670630,449392630,2016-10-01T11:03:49.470Z,2016-10-01T16:03:49.470Z,Timepoint Crossing,1.0,4249,2,-93.167063,44.939263
854,2639,-931670694,449397645,2016-10-01T11:03:54.463Z,2016-10-01T16:03:54.463Z,Verbose Pass Count,1.0,4244,2,-93.1670694,44.9397645
855,2639,-931670660,449376357,2016-10-01T11:03:54.463Z,2016-10-01T16:04:01.873Z,Vehicle Location,1.0,4259,2,-93.167066,44.9376357
859,2639,-931670787,449344264,2016-10-01T11:05:05.973Z,2016-10-01T16:05:05.973Z,Verbose Pass Count,1.0,4281,2,-93.1670787,44.9344264
861,2639,-931670359,449308237,2016-10-01T11:05:05.973Z,2016-10-01T16:05:10.873Z,Vehicle Location,1.0,4306,2,-93.1670359,44.9308237
866,2639,-931670539,449227930,2016-10-01T11:05:05.973Z,2016-10-01T16:06:13.663Z,Vehicle Location,1.0,4362,2,-93.1670539,44.922793
873,2639,-931706946,449179021,2016-10-01T11:05:05.973Z,2016-10-01T16:07:16.267Z,Vehicle Location,1.0,4412,2,-93.1706946,44.9179021
886,2639,-931835557,449179187,2016-10-01T11:05:05.973Z,2016-10-01T16:08:22.787Z,Vehicle Location,1.0,4475,2,-93.1835557,44.9179187
889,2639,-931852039,449179265,2016-10-01T11:08:34.907Z,2016-10-01T16:08:34.907Z,Timepoint Crossing,1.0,4483,2,-93.1852039,44.9179265
890,2639,-931861796,449179248,2016-10-01T11:08:34.907Z,2016-10-01T16:08:38.463Z,Vehicle Location,1.0,4487,2,-93.1861796,44.9179248
905,2639,-931904470,449179173,2016-10-01T11:10:46.057Z,2016-10-01T16:10:46.057Z,Verbose Pass Count,1.0,4508,2,-93.190447,44.9179173
906,2639,-932059773,449182804,2016-10-01T11:10:46.057Z,2016-10-01T16:10:52.280Z,Vehicle Location,1.0,4585,2,-93.2059773,44.9182804
915,2639,-932145307,449197084,2016-10-01T11:10:46.057Z,2016-10-01T16:11:55.070Z,Vehicle Location,1.0,4632,2,-93.2145307,44.9197084
920,2639,-932184299,449196375,2016-10-01T11:10:46.057Z,2016-10-01T16:12:57.877Z,Vehicle Location,1.0,4650,2,-93.2184299,44.9196375
927,2639,-932201871,449207011,2016-10-01T11:13:55.877Z,2016-10-01T16:13:55.877Z,Timepoint Crossing,1.0,4669,2,-93.2201871,44.9207011
928,2639,-932202549,449208028,2016-10-01T11:13:55.877Z,2016-10-01T16:13:56.860Z,Vehicle Location,1.0,4670,14,-93.2202549,44.9208028
939,2639,-932204878,449212763,2016-10-01T11:13:55.877Z,2016-10-01T16:14:59.463Z,Vehicle Location,1.0,4672,2,-93.2204878,44.9212763
946,2639,-932204761,449212759,2016-10-01T11:13:55.877Z,2016-10-01T16:15:59.867Z,Vehicle Location,1.0,4672,2,-93.2204761,44.9212759
953,2639,-932204694,449212756,2016-10-01T11:13:55.877Z,2016-10-01T16:16:59.867Z,Vehicle Location,1.0,4672,2,-93.2204694,44.9212756
961,2639,-932204615,449212770,2016-10-01T11:13:55.877Z,2016-10-01T16:17:59.863Z,Vehicle Location,1.0,4672,2,-93.2204615,44.921277
967,2639,-932204559,449212752,2016-10-01T11:13:55.877Z,2016-10-01T16:18:59.863Z,Vehicle Location,1.0,4672,2,-93.2204559,44.9212752
974,2639,-932204525,449212729,2016-10-01T11:13:55.877Z,2016-10-01T16:20:02.263Z,Vehicle Location,1.0,4672,2,-93.2204525,44.9212729
983,2639,-932204491,449212722,2016-10-01T11:13:55.877Z,2016-10-01T16:21:02.277Z,Vehicle Location,1.0,4672,2,-93.2204491,44.9212722
989,2639,-932204493,449212718,2016-10-01T11:13:55.877Z,2016-10-01T16:22:02.273Z,Vehicle Location,1.0,4672,2,-93.2204493,44.9212718
994,2639,-932204506,449212706,2016-10-01T11:13:55.877Z,2016-10-01T16:23:02.320Z,Vehicle Location,1.0,4672,2,-93.2204506,44.9212706
999,2639,-932204540,449212688,2016-10-01T11:13:55.877Z,2016-10-01T16:24:02.270Z,Vehicle Location,1.0,4672,2,-93.220454,44.9212688
1005,2639,-932204543,449212670,2016-10-01T11:13:55.877Z,2016-10-01T16:25:02.267Z,Vehicle Location,1.0,4672,2,-93.2204543,44.921267
1009,2639,-932204570,449212701,2016-10-01T11:13:55.877Z,2016-10-01T16:26:02.280Z,Vehicle Location,1.0,4672,2,-93.220457,44.9212701
1021,2639,-932204636,449212759,2016-10-01T11:13:55.877Z,2016-10-01T16:27:02.280Z,Vehicle Location,1.0,4672,2,-93.2204636,44.9212759
1029,2639,-932204607,449212834,2016-10-01T11:13:55.877Z,2016-10-01T16:28:02.277Z,Vehicle Location,1.0,4672,2,-93.2204607,44.9212834
1038,2639,-932205953,449213513,2016-10-01T11:13:55.877Z,2016-10-01T16:29:02.277Z,Vehicle Location,1.0,4673,2,-93.2205953,44.9213513
